52.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,INFO;WORKFLOW,INFO
15:50:28.3 (124855261)|HEAP_ALLOCATE|[11]|Bytes:4
15:50:28.3 (125014161)|HEAP_ALLOCATE|[12]|Bytes:74
15:50:28.3 (125038348)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
15:50:28.3 (125046599)|STATEMENT_EXECUTE|[1]
15:50:28.3 (125061045)|SYSTEM_METHOD_EXIT|[1]|Test
15:50:28.3 (125089888)|METHOD_ENTRY|[12]||System.Test.getStandardPricebookId()
15:50:28.3 (127533860)|METHOD_EXIT|[12]||System.Test.getStandardPricebookId()
15:50:28.3 (127649956)|VARIABLE_ASSIGNMENT|[11]|this.Pricebook2Id|"01s7Q000001IpDUQA0"|0x52b2c9ad
15:50:28.3 (127709334)|VARIABLE_ASSIGNMENT|[11]|this.Product2Id|"01t7Q000000h4hwQAA"|0x52b2c9ad
15:50:28.3 (127754510)|HEAP_ALLOCATE|[11]|Bytes:28
15:50:28.3 (127786623)|VARIABLE_ASSIGNMENT|[11]|this.UnitPrice|1020|0x52b2c9ad
15:50:28.3 (127812607)|VARIABLE_ASSIGNMENT|[11]|this.IsActive|true|0x52b2c9ad
15:50:28.3 (127846163)|VARIABLE_SCOPE_BEGIN|[11]|pbe|PricebookEntry|true|false
15:50:28.3 (127877823)|VARIABLE_ASSIGNMENT|[11]|pbe|{"Pricebook2Id":"01s7Q000001IpDUQA0","Product2Id":"01t7Q000000h4hwQAA","UnitPrice":1020,"IsActive":true}|0x52b2c9ad
15:50:28.3 (127890674)|STATEMENT_EXECUTE|[17]
15:50:28.3 (127918419)|HEAP_ALLOCATE|[17]|Bytes:8
15:50:28.3 (127937539)|DML_BEGIN|[17]|Op:Insert|Type:PricebookEntry|Rows:1
15:50:28.3 (127975435)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:50:28.3 (152428732)|DML_END|[17]
15:50:28.3 (152457153)|STATEMENT_EXECUTE|[20]
15:50:28.3 (152501067)|HEAP_ALLOCATE|[20]|Bytes:4
15:50:28.3 (152670255)|VARIABLE_ASSIGNMENT|[20]|this.AccountId|"0017Q0000034NoJQAU"|0x58197ce8
15:50:28.3 (152799736)|HEAP_ALLOCATE|[20]|Bytes:4
15:50:28.3 (152871045)|VARIABLE_ASSIGNMENT|[20]|this.EffectiveDate|"2021-11-09T00:00:00.000Z"|0x58197ce8
15:50:28.3 (152882510)|HEAP_ALLOCATE|[20]|Bytes:5
15:50:28.3 (152904302)|VARIABLE_ASSIGNMENT|[20]|this.Status|"Draft"|0x58197ce8
15:50:28.3 (152947955)|VARIABLE_ASSIGNMENT|[20]|this.Pricebook2Id|"01s7Q000001IpDUQA0"|0x58197ce8
15:50:28.3 (152979908)|VARIABLE_SCOPE_BEGIN|[20]|o1|Order|true|false
15:50:28.3 (153013451)|VARIABLE_ASSIGNMENT|[20]|o1|{"AccountId":"0017Q0000034NoJQAU","EffectiveDate":"2021-11-09T00:00:00.000Z","Status":"Draft","Pricebook2Id":"01s7Q000001IpDUQA0"}|0x58197ce8
15:50:28.3 (153030811)|STATEMENT_EXECUTE|[22]
15:50:28.3 (153053029)|HEAP_ALLOCATE|[22]|Bytes:8
15:50:28.3 (153071147)|DML_BEGIN|[22]|Op:Insert|Type:Order|Rows:1
15:50:28.3 (153105476)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:50:28.3 (189158828)|DML_END|[22]
15:50:28.3 (189203941)|STATEMENT_EXECUTE|[24]
15:50:28.3 (189267536)|HEAP_ALLOCATE|[24]|Bytes:4
15:50:28.3 (189479085)|VARIABLE_ASSIGNMENT|[24]|this.OrderId|"8017Q000000bmLVQAY"|0x2ec79cbb
15:50:28.3 (189540124)|VARIABLE_ASSIGNMENT|[24]|this.PricebookEntryId|"01u7Q0000010dBcQAI"|0x2ec79cbb
15:50:28.3 (189588596)|HEAP_ALLOCATE|[24]|Bytes:28
15:50:28.3 (189595536)|HEAP_ALLOCATE|[24]|Bytes:28
15:50:28.3 (189623183)|VARIABLE_ASSIGNMENT|[24]|this.Quantity|10|0x2ec79cbb
15:50:28.3 (189636493)|HEAP_ALLOCATE|[24]|Bytes:28
15:50:28.3 (189657372)|VARIABLE_ASSIGNMENT|[24]|this.UnitPrice|150|0x2ec79cbb
15:50:28.3 (189692439)|VARIABLE_SCOPE_BEGIN|[24]|oi1|OrderItem|true|false
15:50:28.3 (189729719)|VARIABLE_ASSIGNMENT|[24]|oi1|{"OrderId":"8017Q000000bmLVQAY","PricebookEntryId":"01u7Q0000010dBcQAI","Quantity":10,"UnitPrice":150}|0x2ec79cbb
15:50:28.3 (189743137)|STATEMENT_EXECUTE|[25]
15:50:28.3 (189775380)|HEAP_ALLOCATE|[25]|Bytes:8
15:50:28.3 (189796318)|DML_BEGIN|[25]|Op:Insert|Type:OrderItem|Rows:1
15:50:28.3 (189837607)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:50:28.3 (253461897)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
15:50:28.3 (257841275)|CODE_UNIT_FINISHED|Workflow:Order
15:50:28.3 (262042232)|DML_END|[25]
15:50:28.3 (262079447)|STATEMENT_EXECUTE|[26]
15:50:28.3 (262108864)|HEAP_ALLOCATE|[26]|Bytes:4
15:50:28.3 (262223116)|VARIABLE_ASSIGNMENT|[26]|this.OrderId|"8017Q000000bmLVQAY"|0x2ed87487
15:50:28.3 (262258983)|VARIABLE_ASSIGNMENT|[26]|this.PricebookEntryId|"01u7Q0000010dBcQAI"|0x2ed87487
15:50:28.3 (262292848)|HEAP_ALLOCATE|[26]|Bytes:28
15:50:28.3 (262317017)|VARIABLE_ASSIGNMENT|[26]|this.Quantity|20|0x2ed87487
15:50:28.3 (262329273)|HEAP_ALLOCATE|[26]|Bytes:28
15:50:28.3 (262349287)|VARIABLE_ASSIGNMENT|[26]|this.UnitPrice|1000|0x2ed87487
15:50:28.3 (262395808)|VARIABLE_SCOPE_BEGIN|[26]|oi2|OrderItem|true|false
15:50:28.3 (262429677)|VARIABLE_ASSIGNMENT|[26]|oi2|{"OrderId":"8017Q000000bmLVQAY","PricebookEntryId":"01u7Q0000010dBcQAI","Quantity":20,"UnitPrice":1000}|0x2ed87487
15:50:28.3 (262442334)|STATEMENT_EXECUTE|[27]
15:50:28.3 (262473036)|HEAP_ALLOCATE|[27]|Bytes:8
15:50:28.3 (262493362)|DML_BEGIN|[27]|Op:Insert|Type:OrderItem|Rows:1
15:50:28.3 (262535407)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:50:28.3 (293832261)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:Order
15:50:28.3 (293882822)|CODE_UNIT_FINISHED|Workflow:Order
15:50:28.3 (297600467)|DML_END|[27]
15:50:28.3 (297636617)|STATEMENT_EXECUTE|[29]
15:50:28.3 (297694932)|HEAP_ALLOCATE|[29]|Bytes:8
15:50:28.3 (297722687)|DML_BEGIN|[29]|Op:Update|Type:Order|Rows:1
15:50:28.3 (297762050)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:50:28.3 (315794054)|DML_END|[29]
15:50:28.3 (315833666)|STATEMENT_EXECUTE|[36]
15:50:28.3 (315935305)|HEAP_ALLOCATE|[36]|Bytes:4
15:50:28.3 (316147986)|VARIABLE_SCOPE_BEGIN|[36]|l1|List<Order>|true|false
15:50:28.3 (316170564)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:50:28.3 (316200309)|VARIABLE_ASSIGNMENT|[36]|l1|[]|0x2e458424
15:50:28.3 (316212186)|STATEMENT_EXECUTE|[37]
15:50:28.3 (316280451)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:50:28.3 (316290283)|STATEMENT_EXECUTE|[40]
15:50:28.3 (317574061)|HEAP_ALLOCATE|[40]|Bytes:6
15:50:28.3 (317622457)|METHOD_ENTRY|[1]|01p7Q000001fQzc|AP01Account.AP01Account()
15:50:28.3 (317634987)|STATEMENT_EXECUTE|[1]
15:50:28.3 (317645806)|STATEMENT_EXECUTE|[1]
15:50:28.3 (318260551)|SYSTEM_MODE_ENTER|false
15:50:28.3 (318326647)|HEAP_ALLOCATE|[40]|Bytes:5
15:50:28.3 (318341447)|SYSTEM_MODE_EXIT|false
15:50:28.3 (318368408)|METHOD_EXIT|[1]|AP01Account
15:50:28.3 (318412109)|METHOD_ENTRY|[40]|01p7Q000001fQzc|AP01Account.ChiffreAffaire(Account, List<Order>)
15:50:28.3 (318467567)|VARIABLE_SCOPE_BEGIN|[18]|thisAccount|Account|true|false
15:50:28.3 (318515449)|VARIABLE_ASSIGNMENT|[18]|thisAccount|{"Name":"Test Account 1","Id":"0017Q0000034NoJQAU"}|0x3023bb1b
15:50:28.3 (318528895)|VARIABLE_SCOPE_BEGIN|[18]|ords|List<Order>|true|false
15:50:28.3 (318573575)|VARIABLE_ASSIGNMENT|[18]|ords|[{"AccountId":"0017Q0000034NoJQAU","EffectiveDate":"2021-11-09T00:00:00.000Z","Status":"Draft","Pricebook2Id":"01s7Q000001IpDUQA0","Id":"8017Q000000bmLVQAY"}]|0x2e458424
15:50:28.3 (318611959)|SYSTEM_MODE_ENTER|false
15:50:28.3 (318621434)|HEAP_ALLOCATE|[19]|Bytes:5
15:50:28.3 (318632871)|STATEMENT_EXECUTE|[18]
15:50:28.3 (318636582)|STATEMENT_EXECUTE|[19]
15:50:28.3 (318659646)|HEAP_ALLOCATE|[19]|Bytes:28
15:50:28.3 (318666591)|HEAP_ALLOCATE|[19]|Bytes:28
15:50:28.3 (318830662)|VARIABLE_ASSIGNMENT|[19]|this.AnnualRevenue|0|0x3023bb1b
15:50:28.3 (319192988)|HEAP_ALLOCATE|[20]|Bytes:5
15:50:28.3 (319292560)|HEAP_ALLOCATE|[20]|Bytes:24
15:50:28.3 (319320602)|VARIABLE_SCOPE_BEGIN|[20]|ord|Order|true|false
15:50:28.3 (319416142)|VARIABLE_ASSIGNMENT|[20]|ord|{"AccountId":"0017Q0000034NoJQAU","EffectiveDate":"2021-11-09T00:00:00.000Z","Status":"Draft","Pricebook2Id":"01s7Q000001IpDUQA0","Id":"8017Q000000bmLVQAY"}|0x58197ce8
15:50:28.3 (319442363)|STATEMENT_EXECUTE|[20]
15:50:28.3 (319828231)|HEAP_ALLOCATE|[20]|Bytes:5
15:50:28.3 (364315903)|HEAP_DUMP|[21]|07n7Q0000008ORP|AP01Account|none|21
15:50:28.3 (364406534)|STATEMENT_EXECUTE|[21]
15:50:28.3 (364471911)|HEAP_ALLOCATE|[21]|Bytes:28
15:50:28.3 (364921867)|HEAP_ALLOCATE|[21]|Bytes:28
15:50:28.3 (364960423)|SYSTEM_MODE_EXIT|false
15:50:28.3 (364993764)|METHOD_EXIT|[40]|01p7Q000001fQzc|AP01Account.ChiffreAffaire(Account, List<Order>)
15:50:28.3 (365124344)|FATAL_ERROR|System.NullPointerException: Argument cannot be null.

Class.AP01Account.ChiffreAffaire: line 21, column 1
Class.testUpdateAccountCA.test: line 40, column 1
15:50:28.3 (365143597)|FATAL_ERROR|System.NullPointerException: Argument cannot be null.

Class.AP01Account.ChiffreAffaire: line 21, column 1
Class.testUpdateAccountCA.test: line 40, column 1
15:50:28.365 (365166435)|CUMULATIVE_LIMIT_USAGE
15:50:28.365 (365166435)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 7 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 7 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:50:28.365 (365166435)|CUMULATIVE_LIMIT_USAGE_END

15:50:28.3 (365255329)|CODE_UNIT_FINISHED|testUpdateAccountCA.test()
15:50:28.3 (365265392)|EXECUTION_FINISHED
